boro,cuisine_description,grade,violation_description,violation_count
Brooklyn,Mexican,C,"Food, prohibited, from unapproved or unknown source, home canned or home prepared.  Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing.  ROP food prepared on premises transported to another site.",1
Brooklyn,Mexican,C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",17
Brooklyn,Mexican,C,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",2
Brooklyn,Mexican,C,Hot TCS food item not held at or above 140 °F.,6
Brooklyn,Mexican,C,Hot food item not held at or above 140º F.,1
Brooklyn,Mexican,C,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",1
Brooklyn,Mexican,C,"Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms. Shatterproof bulb or shield to prevent broken glass from falling into food or onto surfaces, not installed.",1
Brooklyn,Mexican,C,Live roaches in facility's food or non-food area.,7
Brooklyn,Mexican,C,Live roaches present in facility's food and/or non-food areas.,1
Brooklyn,Mexican,C,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,3
Brooklyn,Mexican,C,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",1
Brooklyn,Mexican,C,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",6
Brooklyn,Mexican,C,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",16
Brooklyn,Mexican,C,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,1
Brooklyn,Mexican,C,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,3
Brooklyn,Mexican,C,"Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",2
Brooklyn,Mexican,C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",1
Brooklyn,Mexican,C,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",2
Brooklyn,Mexican,C,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",4
Brooklyn,Mexican,C,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",7
Brooklyn,Mexican,C,"Shellfish not from approved source, not or improperly tagged/labeled; tags not retained for 90 days.",1
Brooklyn,Mexican,C,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",1
Brooklyn,Mexican,C,Thawing procedure improper.,1
Brooklyn,Mexican,C,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",1
Brooklyn,Mexican,C,"Unapproved outdoor, street or sidewalk cooking.",1
Brooklyn,Mexican,C,"Unclean or cracked whole eggs or unpasteurized liquid, frozen or powdered eggs kept or used.",1
Brooklyn,Mexican,C,Unknown,1
Brooklyn,Mexican,C,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",3
Brooklyn,Middle Eastern,A,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",4
Brooklyn,Middle Eastern,A,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2  hours, and from 70 °F to 41 °F or less within 4 additional hours.",1
Brooklyn,Middle Eastern,A,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",1
Brooklyn,Middle Eastern,A,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,16
Brooklyn,Middle Eastern,A,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,25
Brooklyn,Middle Eastern,A,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",1
Brooklyn,Middle Eastern,A,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",6
Brooklyn,Middle Eastern,A,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",2
Brooklyn,Middle Eastern,A,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",4
Brooklyn,Middle Eastern,A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",25
Brooklyn,Middle Eastern,A,Evidence of mice or live mice in establishment's food or non-food areas.,18
Brooklyn,Middle Eastern,A,Evidence of rats or live rats in establishment's food or non-food areas.,1
Brooklyn,Middle Eastern,A,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",3
Brooklyn,Middle Eastern,A,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",10
Brooklyn,Middle Eastern,A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,12
Brooklyn,Middle Eastern,A,Food contact surface not properly maintained.,1
Brooklyn,Middle Eastern,A,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",13
Brooklyn,Middle Eastern,A,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",1
Brooklyn,Middle Eastern,A,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,2
Brooklyn,Middle Eastern,A,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",15
Brooklyn,Middle Eastern,A,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",1
Brooklyn,Middle Eastern,A,"Harmful, noxious gas or vapor detected. CO =13 ppm.",1
Brooklyn,Middle Eastern,A,Hot TCS food item not held at or above 140 °F.,16
Brooklyn,Middle Eastern,A,Hot TCS food item that has been cooked and cooled is being held for service without first being reheated to 165º F or above within 2 hours.,2
Brooklyn,Middle Eastern,A,Live animal other than fish in tank or service animal present in facility’s food or non-food area.,1
Brooklyn,Middle Eastern,A,Live roaches in facility's food or non-food area.,5
Brooklyn,Middle Eastern,A,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",1
Brooklyn,Middle Eastern,A,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",1
Brooklyn,Middle Eastern,A,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",74
Brooklyn,Middle Eastern,A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,3
Brooklyn,Middle Eastern,A,"Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",3
Brooklyn,Middle Eastern,A,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",6
Brooklyn,Middle Eastern,A,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",2
Brooklyn,Middle Eastern,A,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",3
Brooklyn,Middle Eastern,A,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",6
Brooklyn,Middle Eastern,A,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",9
Brooklyn,Middle Eastern,A,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",1
Brooklyn,Middle Eastern,A,Thawing procedure improper.,7
Brooklyn,Middle Eastern,A,"Time/Temperature Control for Safety (TCS) food not cooked to required minimum internal temperature.   • Poultry, poultry parts, ground and comminuted poultry, all stuffing containing poultry, meats, fish or ratites to or above 165 °F for 15 seconds with no interruption of the cooking process   • Ground meat, and food containing ground and comminuted meat, to or above 158 °F for 15 seconds with no interruption of the cooking process, except per individual customer request  • Pork, any food containing pork to or above 150 °F for 15 seconds  • Mechanically tenderized or injected meats to or above 155 °F.  • Whole meat roasts and beef steak to or above required temperature and time except per individual customer request  • Raw animal foods cooked in microwave to or above165 °F, covered, rotated or stirred   • All other foods to or above 140 °F for 15 seconds; shell eggs to or above 145 °F for 15 seconds except per individual customer request.",1
Brooklyn,Middle Eastern,A,"Time/Temperature Control for Safety (TCS) food not cooked to required minimum internal temperature. • Poultry, poultry parts, ground and comminuted poultry, all stuffing containing poultry, meats, fish or ratites to or above 165 °F for 15 seconds with no interruption of the cooking process  • Ground meat, and food containing ground and comminuted meat, to or above 158 °F for 15 seconds with no interruption of the cooking process, except per individual customer request• Pork, any food containing pork to or above 150 °F for 15 seconds• Mechanically tenderized or injected meats to or above 155 °F.• Whole meat roasts and beef steak to or above required temperature and time except per individual customer request• Raw animal foods cooked in microwave to or above165 °F, covered, rotated or stirred  • All other foods to or above 140 °F for 15 seconds; shell eggs to or above 145 °F for 15 seconds except per individual customer request.",1
Brooklyn,Middle Eastern,A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",5
Brooklyn,Middle Eastern,A,Unknown,1
Brooklyn,Middle Eastern,A,Wash hands sign not posted near or above hand washing sink.,2
Brooklyn,Middle Eastern,A,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",4
Brooklyn,Middle Eastern,B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,3
Brooklyn,Middle Eastern,B,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,3
Brooklyn,Middle Eastern,B,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",1
Brooklyn,Middle Eastern,B,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",12
Brooklyn,Middle Eastern,B,Evidence of mice or live mice in establishment's food or non-food areas.,10
Brooklyn,Middle Eastern,B,Evidence of rats or live rats in establishment's food or non-food areas.,1
Brooklyn,Middle Eastern,B,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",1
Brooklyn,Middle Eastern,B,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",1
Brooklyn,Middle Eastern,B,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,8
Brooklyn,Middle Eastern,B,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",3
Brooklyn,Middle Eastern,B,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",2
Brooklyn,Middle Eastern,B,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",4
Brooklyn,Middle Eastern,B,Hot TCS food item not held at or above 140 °F.,3
Brooklyn,Middle Eastern,B,Live animal other than fish in tank or service animal present in facility’s food or non-food area.,1
Brooklyn,Middle Eastern,B,Live roaches in facility's food or non-food area.,2
Brooklyn,Middle Eastern,B,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",2
Brooklyn,Middle Eastern,B,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",7
Brooklyn,Middle Eastern,B,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,1
Brooklyn,Middle Eastern,B,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",1
Brooklyn,Middle Eastern,B,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",1
Brooklyn,Middle Eastern,B,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",1
Brooklyn,Middle Eastern,B,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",1
Brooklyn,Middle Eastern,B,Thawing procedure improper.,1
Brooklyn,Middle Eastern,C,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",1
Brooklyn,Middle Eastern,C,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,8
Brooklyn,Middle Eastern,C,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,6
Brooklyn,Middle Eastern,C,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",1
Brooklyn,Middle Eastern,C,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",3
Brooklyn,Middle Eastern,C,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",11
Brooklyn,Middle Eastern,C,Evidence of mice or live mice in establishment's food or non-food areas.,6
Brooklyn,Middle Eastern,C,Evidence of rats or live rats in establishment's food or non-food areas.,2
Brooklyn,Middle Eastern,C,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",1
Brooklyn,Middle Eastern,C,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",8
Brooklyn,Middle Eastern,C,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,12
Brooklyn,Middle Eastern,C,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",5
Brooklyn,Middle Eastern,C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,1
Brooklyn,Middle Eastern,C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",5
Brooklyn,Middle Eastern,C,Hot TCS food item not held at or above 140 °F.,3
Brooklyn,Middle Eastern,C,Live roaches in facility's food or non-food area.,3
Brooklyn,Middle Eastern,C,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",3
Brooklyn,Middle Eastern,C,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",9
Brooklyn,Middle Eastern,C,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,1
Brooklyn,Middle Eastern,C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",1
Brooklyn,Middle Eastern,C,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",1
Brooklyn,Middle Eastern,C,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2
Brooklyn,Middle Eastern,C,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",1
Brooklyn,Middle Eastern,C,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",1
Brooklyn,Middle Eastern,C,"Toilet facility not provided for employees or for patrons when required. Shared patron-employee toilet accessed through kitchen, food prep or storage area or utensil washing area.",1
Brooklyn,Middle Eastern,C,Toxic chemical or pesticide improperly stored or used such that food contamination may occur.,1
Brooklyn,Middle Eastern,C,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",3
Brooklyn,New American,A,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",2
Brooklyn,New American,A,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,8
Brooklyn,New American,A,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,11
Brooklyn,New American,A,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,1
Brooklyn,New American,A,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,1
Brooklyn,New American,A,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",3
Brooklyn,New American,A,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",2
Brooklyn,New American,A,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",7
Brooklyn,New American,A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",4
Brooklyn,New American,A,Evidence of mice or live mice in establishment's food or non-food areas.,4
Brooklyn,New American,A,Evidence of rats or live rats in establishment's food or non-food areas.,1
Brooklyn,New American,A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,1
Brooklyn,New American,A,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",14
Brooklyn,New American,A,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,2
Brooklyn,New American,A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",1
Brooklyn,New American,A,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",2
Brooklyn,New American,A,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",11
Brooklyn,New American,A,Hot TCS food item not held at or above 140 °F.,4
Brooklyn,New American,A,Hot food item not held at or above 140º F.,1
Brooklyn,New American,A,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",3
Brooklyn,New American,A,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",1
Brooklyn,New American,A,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",1
Brooklyn,New American,A,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",19
Brooklyn,New American,A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,1
Brooklyn,New American,A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,1
Brooklyn,New American,A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,1
Brooklyn,New American,A,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",2
Brooklyn,New American,A,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",1
Brooklyn,New American,A,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",2
Brooklyn,New American,A,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2
Brooklyn,New American,A,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",2
Brooklyn,New American,A,Thawing procedure improper.,1
Brooklyn,New American,A,"Time/Temperature Control for Safety (TCS) food not cooked to required minimum internal temperature.   • Poultry, poultry parts, ground and comminuted poultry, all stuffing containing poultry, meats, fish or ratites to or above 165 °F for 15 seconds with no interruption of the cooking process   • Ground meat, and food containing ground and comminuted meat, to or above 158 °F for 15 seconds with no interruption of the cooking process, except per individual customer request  • Pork, any food containing pork to or above 150 °F for 15 seconds  • Mechanically tenderized or injected meats to or above 155 °F.  • Whole meat roasts and beef steak to or above required temperature and time except per individual customer request  • Raw animal foods cooked in microwave to or above165 °F, covered, rotated or stirred   • All other foods to or above 140 °F for 15 seconds; shell eggs to or above 145 °F for 15 seconds except per individual customer request.",2
Brooklyn,New American,A,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",1
Brooklyn,New American,A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",2
Brooklyn,New American,A,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",1
Brooklyn,New American,B,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,2
Brooklyn,New American,B,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",1
Brooklyn,New American,B,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",2
Brooklyn,New American,B,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",4
Brooklyn,New American,B,Evidence of mice or live mice in establishment's food or non-food areas.,1
Brooklyn,New American,B,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",1
Brooklyn,New American,B,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",2
Brooklyn,New American,B,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,2
Brooklyn,New American,B,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",1
Brooklyn,New American,B,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",1
Brooklyn,New American,B,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,1
Brooklyn,New American,B,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",1
Brooklyn,New American,B,"Shellfish not from approved source, not or improperly tagged/labeled; tags not retained for 90 days.",1
Brooklyn,New French,A,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,2
Brooklyn,New French,A,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,3
Brooklyn,New French,A,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",3
Brooklyn,New French,A,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",1
Brooklyn,New French,A,Hot TCS food item not held at or above 140 °F.,2
Brooklyn,New French,A,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",3
Brooklyn,New French,A,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",8
Brooklyn,New French,A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,1
Brooklyn,New French,A,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",2
Brooklyn,New French,A,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",1
Brooklyn,New French,A,TCS food removed from cold holding or prepared from or combined with ingredients at room temperature not cooled by an approved method to 41 °F or below within 4 hours.,1
Brooklyn,New French,A,Toxic chemical or pesticide improperly stored or used such that food contamination may occur.,1
Brooklyn,New French,A,Wash hands sign not posted near or above hand washing sink.,1
Brooklyn,New French,A,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",1
Brooklyn,New French,B,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,1
